customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04952,Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.07,3861.17,Yes
CUST-04953,Female,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,824.39,No
CUST-04954,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.47,1672.28,Yes
CUST-04955,Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),30.18,1181.59,No
CUST-04956,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.95,1857.08,No
CUST-04957,Male,0,No,No,61,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.14,2704.76,No
CUST-04958,Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,59.54,666.59,No
CUST-04959,Female,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.9,6183.17,No
CUST-04960,Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),75.99,1831.91,No
CUST-04961,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,66.88,1345.23,No
CUST-04962,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.63,2318.5,No
CUST-04963,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,76.85,955.04,No
CUST-04964,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.74,865.23,No
CUST-04965,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,36.16,416.14,No
CUST-04966,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.21,947.79,No
CUST-04967,Male,1,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),87.39,3094.04,No
CUST-04968,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,253.42,No
CUST-04969,Female,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,67.35,435.76,No
CUST-04970,Female,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,1207.66,No
CUST-04971,Female,1,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,85.29,6084.5,No
CUST-04972,Female,1,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.28,2595.43,Yes
CUST-04973,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,79.64,3991.81,No
CUST-04974,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,1278.88,No
CUST-04975,Female,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),68.91,2039.85,No
CUST-04976,Male,0,No,No,72,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,82.37,6121.22,No
CUST-04977,Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.12,819.61,Yes
CUST-04978,Female,1,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.45,1065.64,Yes
CUST-04979,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),106.99,100.97,Yes
CUST-04980,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,62.41,2993.95,No
CUST-04981,Male,1,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1021.69,No
CUST-04982,Male,0,No,No,16,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,59.23,1000.68,No
CUST-04983,Female,0,No,No,32,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,70.99,2154.2,No
CUST-04984,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.98,1355.06,No
CUST-04985,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.29,1542.35,No
CUST-04986,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,84.5,247.1,No
CUST-04987,Male,1,No,No,56,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,61.85,3172.76,No
CUST-04988,Male,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.2,227.42,Yes
CUST-04989,Female,1,Yes,Yes,41,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,71.38,2944.27,No
CUST-04990,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,83.05,973.52,No
CUST-04991,Male,1,Yes,Yes,1,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),53.74,50.46,No
CUST-04992,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.15,138.96,No
CUST-04993,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.41,357.45,No
CUST-04994,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.66,871.41,No
CUST-04995,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),38.51,115.33,No
CUST-04996,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,43.71,2284.49,No
CUST-04997,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.63,8147.31,No
CUST-04998,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.75,3008.16,No
CUST-04999,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.51,373.53,No
CUST-05000,Male,0,No,Yes,26,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.74,1913.81,No
CUST-05001,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,75.98,18.0,Yes
CUST-05002,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,91.53,556.16,No
CUST-05003,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.61,1273.54,No
CUST-05004,Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.33,18.0,No
CUST-05005,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),114.8,7949.33,Yes
CUST-05006,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),77.98,234.02,No
CUST-05007,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),66.39,237.66,No
CUST-05008,Female,1,Yes,No,6,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,66.31,390.98,No
CUST-05009,Male,0,No,No,51,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),55.58,2680.65,No
CUST-05010,Male,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.92,1329.97,Yes
CUST-05011,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,42.03,201.24,No
CUST-05012,Female,0,No,No,37,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),64.83,2178.27,No
CUST-05013,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.57,1478.88,No
CUST-05014,Male,0,No,Yes,27,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,76.33,2131.87,No
CUST-05015,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,31.78,98.25,Yes
CUST-05016,Male,1,No,No,1,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.48,80.57,No
CUST-05017,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.42,3495.2,No
CUST-05018,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),83.5,2568.73,No
CUST-05019,Female,0,No,Yes,72,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.21,5627.14,No
CUST-05020,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,67.42,1736.78,No
CUST-05021,Male,1,No,Yes,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.99,94.22,No
CUST-05022,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),49.4,774.96,No
CUST-05023,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.44,1714.39,No
CUST-05024,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,298.94,No
CUST-05025,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,38.32,2454.21,Yes
CUST-05026,Male,1,Yes,No,16,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,86.16,1403.36,Yes
CUST-05027,Male,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.57,561.55,No
CUST-05028,Female,1,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.99,247.61,No
CUST-05029,Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.69,132.16,Yes
CUST-05030,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,63.23,2081.97,No
CUST-05031,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,55.82,1619.5,Yes
CUST-05032,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),62.26,18.0,Yes
CUST-05033,Female,1,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.1,180.31,No
CUST-05034,Female,0,No,Yes,33,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),81.42,2670.65,No
CUST-05035,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.45,1216.8,No
CUST-05036,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,63.15,691.41,Yes
CUST-05037,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.94,638.94,No
CUST-05038,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,43.33,405.37,No
CUST-05039,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,39.4,1510.86,No
CUST-05040,Female,1,No,No,38,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),90.72,3621.16,Yes
CUST-05041,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,87.57,335.7,No
CUST-05042,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.78,985.3,No
CUST-05043,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.42,978.65,No
CUST-05044,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.42,497.72,Yes
CUST-05045,Male,0,No,Yes,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,59.53,1285.51,Yes
CUST-05046,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.18,1086.31,Yes
CUST-05047,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,30.51,1405.45,No
CUST-05048,Female,1,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,69.09,133.3,No
CUST-05049,Male,0,No,Yes,49,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,42.61,2109.68,No
CUST-05050,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),68.63,189.77,No
CUST-05051,Male,0,No,Yes,7,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.58,566.32,No
CUST-05052,Female,0,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.74,445.11,Yes
CUST-05053,Female,1,Yes,Yes,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),54.89,1072.36,Yes
CUST-05054,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,74.91,5694.52,No
CUST-05055,Female,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,469.0,No
CUST-05056,Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,79.28,931.47,No
CUST-05057,Male,0,No,No,72,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),70.9,5194.34,No
CUST-05058,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.71,234.74,No
CUST-05059,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),89.98,878.62,Yes
CUST-05060,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.3,1119.45,No
CUST-05061,Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.95,7122.32,Yes
CUST-05062,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,110.87,4395.7,No
CUST-05063,Female,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),44.91,1678.41,No
CUST-05064,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),109.93,4465.46,No
CUST-05065,Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.85,2188.5,No
CUST-05066,Male,0,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,729.29,No
CUST-05067,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.09,331.1,No
CUST-05068,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),77.1,455.81,No
CUST-05069,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.12,1454.9,Yes
CUST-05070,Male,0,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,67.23,3841.36,No
CUST-05071,Male,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.16,708.0,No
CUST-05072,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,94.2,2609.99,No
CUST-05073,Male,0,Yes,No,0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.92,18.0,No
CUST-05074,Male,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,83.9,662.3,Yes
CUST-05075,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.38,1573.56,No
CUST-05076,Female,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,139.83,Yes
CUST-05077,Female,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,64.65,2769.43,No
CUST-05078,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.36,435.72,Yes
CUST-05079,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),52.29,1460.37,No
CUST-05080,Female,0,No,No,31,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,33.88,917.97,Yes
CUST-05081,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,87.86,3759.13,No
CUST-05082,Male,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.78,400.04,No
CUST-05083,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.59,2884.19,No
CUST-05084,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),68.8,1309.09,No
CUST-05085,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.88,1522.74,No
CUST-05086,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,65.64,1412.65,No
CUST-05087,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,44.39,325.22,Yes
CUST-05088,Female,0,No,No,35,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),61.22,2121.86,No
CUST-05089,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,90.95,2419.18,No
CUST-05090,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,928.4,Yes
CUST-05091,Female,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.29,492.71,No
CUST-05092,Female,1,No,Yes,9,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,59.29,493.44,No
CUST-05093,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),56.67,4113.18,No
CUST-05094,Female,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1377.34,No
CUST-05095,Female,0,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,102.87,2031.58,No
CUST-05096,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.26,21.21,No
CUST-05097,Male,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.16,207.47,No
CUST-05098,Female,0,No,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,82.56,702.46,No
CUST-05099,Male,1,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),87.21,1436.23,Yes
CUST-05100,Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.77,827.73,Yes
CUST-05101,Female,1,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),96.12,5015.74,No
CUST-05102,Male,0,Yes,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),22.8,18.0,Yes
CUST-05103,Female,0,No,No,33,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,50.16,1694.1,No
CUST-05104,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,43.24,1361.69,Yes
CUST-05105,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.18,1051.76,No
CUST-05106,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,105.26,2511.07,No
CUST-05107,Female,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,72.5,2316.38,No
CUST-05108,Female,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.85,994.2,No
CUST-05109,Male,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.96,4208.47,No
CUST-05110,Male,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.52,74.38,Yes
CUST-05111,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,74.34,18.0,Yes
CUST-05112,Male,1,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.55,1028.53,No
CUST-05113,Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.6,2590.47,No
CUST-05114,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,32.22,2345.03,No
CUST-05115,Female,1,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,84.18,1407.71,No
CUST-05116,Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,43.77,276.62,No
CUST-05117,Male,1,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.23,435.72,No
CUST-05118,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.13,1228.06,No
CUST-05119,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,374.23,No
CUST-05120,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),31.58,1734.01,No
CUST-05121,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,73.53,2211.59,No
CUST-05122,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),88.58,530.32,No
CUST-05123,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,59.44,2563.37,No
CUST-05124,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.87,3119.02,Yes
CUST-05125,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.01,1458.37,No
CUST-05126,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,63.45,2235.74,No
CUST-05127,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.87,588.57,No
CUST-05128,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),76.68,1517.92,No
CUST-05129,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,102.42,3271.75,No
